Laufnr	TaktNr	StückP	HöheP	Schläge	SchlTyp	NKorr	KKorr	Dauer	Länge	End	KlavTon	Frequency     	DeltaFT
2572	70	100200	85	3	4	36	1	60	60	100320	52	1108.730	0.157967
2573	70	100200	50	3	4	43	1	60	60	100320	64	2217.461	0.315934
2574	70	100320	85	3	4	36	1	60	60	100440	52	1108.730	0.157967
2575	70	100320	50	3	4	43	1	60	60	100440	64	2217.461	0.315934
2576	70	100440	85	3	4	36	1	60	60	100560	52	1108.730	0.157967
2577	70	100440	50	3	4	43	1	60	60	100560	64	2217.461	0.315934
2578	70	100560	85	3	4	36	1	60	60	100680	52	1108.730	0.157967
2579	70	100560	50	3	4	43	1	60	60	100680	64	2217.461	0.315934
2580	70	100680	85	3	4	36	1	60	60	100800	52	1108.730	0.157967
2581	70	100680	50	3	4	43	1	60	60	100800	64	2217.461	0.315934
2582	70	99360	285	3	4	8	1	180	180	99720	4	69.29565	0.009872
2583	70	99360	250	3	4	15	1	180	180	99720	16	138.5913	0.019745
2584	70	99720	215	3	4	22	1	120	120	99840	28	277.1826	0.039491
2585	70	99720	180	3	4	29	1	120	120	99840	40	554.3652	0.078983
2586	70	99840	215	3	4	22	1	120	120	100080	28	277.1826	0.039491
2587	70	99840	180	3	4	29	1	120	120	100080	40	554.3652	0.078983
2588	70	100080	215	3	4	22	1	60	60	100200	28	277.1826	0.039491
2589	70	100080	180	3	4	29	1	60	60	100200	40	554.3652	0.078983
2590	70	100200	215	3	4	22	1	60	60	100320	28	277.1826	0.039491
2591	70	100200	180	3	4	29	1	60	60	100320	40	554.3652	0.078983
2592	70	100320	215	3	4	22	1	60	60	100440	28	277.1826	0.039491
2593	70	100320	180	3	4	29	1	60	60	100440	40	554.3652	0.078983
2594	70	100440	215	3	4	22	1	60	60	100560	28	277.1826	0.039491
2595	70	100440	180	3	4	29	1	60	60	100560	40	554.3652	0.078983
2596	70	100560	215	3	4	22	1	60	60	100680	28	277.1826	0.039491
2597	70	100560	180	3	4	29	1	60	60	100680	40	554.3652	0.078983
2598	70	100680	215	3	4	22	1	60	60	100800	28	277.1826	0.039491
2599	70	100680	180	3	4	29	1	60	60	100800	40	554.3652	0.078983
2602	71	100800	85	3	4	36	1	120	120	101040	52	1108.730	0.157967
2603	71	100800	50	3	4	43	1	120	120	101040	64	2217.461	0.315934
2604	71	101040	90	3	4	35	0	90	90	101220	50	987.7666	0.140732
2605	71	101040	70	3	4	39	1	90	90	101220	57	1479.977	0.210861
2606	71	101040	55	3	4	42	0	90	90	101220	62	1975.533	0.281465
2607	71	101220	90	3	4	35	0	60	60	101280	50	987.7666	0.140732
2608	71	101220	70	3	4	39	1	60	60	101280	57	1479.977	0.210861
2609	71	101220	55	3	4	42	0	60	60	101280	62	1975.533	0.281465
2610	71	101280	90	3	4	35	0	240	240	101520	50	987.7666	0.140732
2611	71	101280	70	3	4	39	1	240	240	101520	57	1479.977	0.210861
2612	71	101280	55	3	4	42	0	240	240	101520	62	1975.533	0.281465
2613	71	101520	85	3	4	36	1	240	240	101760	52	1108.730	0.157967
2614	71	101520	50	3	4	43	1	240	240	101760	64	2217.461	0.315934
2615	71	101760	75	3	4	38	0	240	240	102000	55	1318.510	0.187855
2616	71	101760	60	3	4	41	0	240	240	102000	60	1760	0.250757
2617	71	101760	40	3	4	45	0	240	240	102000	67	2637.020	0.375711
2618	71	102000	80	3	4	37	0	120	120	102120	53	1174.659	0.167360
2619	71	102000	45	3	4	44	0	120	120	102120	65	2349.318	0.334721
2620	71	102120	85	3	4	36	1	120	120	102240	52	1108.730	0.157967
2621	71	102120	50	3	4	43	1	120	120	102240	64	2217.461	0.315934
2622	71	100800	215	3	4	22	1	120	120	101040	28	277.1826	0.039491
2623	71	100800	180	3	4	29	1	120	120	101040	40	554.3652	0.078983
2624	71	101040	210	3	4	23	0	180	180	101220	29	293.6647	0.041840
2625	71	101040	200	3	4	25	1	180	180	101220	33	369.9944	0.052715
2626	71	101040	185	3	4	28	0	180	180	101220	38	493.8833	0.070366
2627	71	101220	210	3	4	23	0	60	60	101280	29	293.6647	0.041840
2628	71	101220	200	3	4	25	1	60	60	101280	33	369.9944	0.052715
2629	71	101220	185	3	4	28	0	60	60	101280	38	493.8833	0.070366
2630	71	101280	210	3	4	23	0	240	240	101520	29	293.6647	0.041840
2631	71	101280	200	3	4	25	1	240	240	101520	33	369.9944	0.052715
2632	71	101280	185	3	4	28	0	240	240	101520	38	493.8833	0.070366
2633	71	101520	205	3	4	24	0	240	240	101760	31	329.6275	0.046963
2634	71	101520	195	3	4	26	1	240	240	101760	35	415.3046	0.059170
2635	71	101520	180	3	4	29	1	240	240	101760	40	554.3652	0.078983
2636	71	101760	170	3	4	31	0	240	240	102000	43	659.2551	0.093927
2637	71	102000	175	3	4	30	0	240	240	102240	41	587.3295	0.083680
2639	71	101760	200	3	4	25	1	480	480	102240	33	369.9944	0.052715
2640	71	101760	190	3	4	27	0	480	480	102240	36	440	0.062689
2641	72	102240	90	3	4	35	0	120	120	102480	50	987.7666	0.140732
2642	72	102240	55	3	4	42	0	120	120	102480	62	1975.533	0.281465
2643	72	102480	90	3	4	35	0	180	180	102660	50	987.7666	0.140732
2644	72	102480	75	3	4	38	0	180	180	102660	55	1318.510	0.187855
2645	72	102480	55	3	4	42	0	180	180	102660	62	1975.533	0.281465
2646	72	102660	85	3	4	36	1	60	60	102720	52	1108.730	0.157967
2647	72	102660	50	3	4	43	1	60	60	102720	64	2217.461	0.315934
2648	72	102720	90	3	4	35	0	480	480	103200	50	987.7666	0.140732
2649	72	102720	75	3	4	38	0	480	480	103200	55	1318.510	0.187855
2650	72	102720	55	3	4	42	0	480	480	103200	62	1975.533	0.281465
2651	72	103200	95	3	4	34	0	240	240	103440	48	879.9999	0.125378
2652	72	103200	60	3	4	41	0	240	240	103440	60	1760	0.250757
2654	72	102240	205	3	4	24	0	120	120	102480	31	329.6275	0.046963
2655	72	102240	195	3	4	26	1	120	120	102480	35	415.3046	0.059170
2656	72	102240	175	3	4	30	0	120	120	102480	41	587.3295	0.083680
2657	72	102480	205	3	4	24	0	120	120	102720	31	329.6275	0.046963
2658	72	102480	195	3	4	26	1	120	120	102720	35	415.3046	0.059170
2659	72	102480	175	3	4	30	0	120	120	102720	41	587.3295	0.083680
2660	72	102480	170	3	4	31	0	120	120	102720	43	659.2551	0.093927
2661	72	102720	205	3	4	24	0	480	480	103200	31	329.6275	0.046963
2662	72	102720	195	3	4	26	1	480	480	103200	35	415.3046	0.059170
2663	72	102720	175	3	4	30	0	480	480	103200	41	587.3295	0.083680
2664	72	102720	170	3	4	31	0	480	480	103200	43	659.2551	0.093927
2665	72	103200	190	3	4	27	0	240	240	103440	36	440	0.062689
2666	72	103200	180	3	4	29	1	240	240	103440	40	554.3652	0.078983
2667	72	103200	170	3	4	31	0	240	240	103440	43	659.2551	0.093927
2671	73	103680	95	3	4	34	0	240	240	103920	48	879.9999	0.125378
2672	73	103680	90	3	4	35	0	240	240	103920	50	987.7666	0.140732
2673	73	103680	80	3	4	37	1	240	240	103920	54	1244.507	0.177312
2674	73	103680	70	3	4	39	1	240	240	103920	57	1479.977	0.210861
2675	73	103680	55	3	4	42	0	240	240	103920	62	1975.533	0.281465
2677	73	104040	95	3	4	34	0	120	120	104160	48	879.9999	0.125378
2678	73	104040	90	3	4	35	0	120	120	104160	50	987.7666	0.140732
2679	73	104040	80	3	4	37	1	120	120	104160	54	1244.507	0.177312
2680	73	104040	70	3	4	39	1	120	120	104160	57	1479.977	0.210861
2681	73	104160	95	3	4	34	0	120	120	104400	48	879.9999	0.125378
2682	73	104160	90	3	4	35	0	120	120	104400	50	987.7666	0.140732
2683	73	104160	80	3	4	37	1	120	120	104400	54	1244.507	0.177312
2684	73	104160	70	3	4	39	1	120	120	104400	57	1479.977	0.210861
2687	73	104880	100	3	4	33	1	120	120	105120	47	830.6093	0.118341
2688	73	104880	75	3	4	38	0	120	120	105120	55	1318.510	0.187855
2689	73	104880	65	3	4	40	1	120	120	105120	59	1661.218	0.236683
2690	73	103680	255	3	4	14	0	240	240	103920	14	123.4708	0.017591
2691	73	103680	220	3	4	21	0	240	240	103920	26	246.9416	0.035183
2693	73	104040	220	3	4	21	0	120	120	104160	26	246.9416	0.035183
2694	73	104040	185	3	4	28	0	120	120	104160	38	493.8833	0.070366
2695	73	104160	220	3	4	21	0	120	120	104400	26	246.9416	0.035183
2696	73	104160	185	3	4	28	0	120	120	104400	38	493.8833	0.070366
2697	73	104400	190	3	4	27	1	80	80	104480	37	466.1637	0.066417
2698	73	104480	185	3	4	28	0	80	80	104560	38	493.8833	0.070366
2699	73	104560	180	3	4	29	1	80	80	104640	40	554.3652	0.078983
2700	73	104640	185	3	4	28	0	120	120	104880	38	493.8833	0.070366
2701	73	104880	240	3	4	17	0	120	120	105120	19	164.8137	0.023481
2702	73	104880	205	3	4	24	0	120	120	105120	31	329.6275	0.046963
2707	73	104400	225	3	4	20	1	80	80	104480	25	233.0818	0.033208
2708	73	104480	220	3	4	21	0	80	80	104560	26	246.9416	0.035183
2709	73	104560	215	3	4	22	1	80	80	104640	28	277.1826	0.039491
2710	73	104640	220	3	4	21	0	120	120	104880	26	246.9416	0.035183
2712	74	105120	95	3	4	34	0	240	240	105360	48	879.9999	0.125378
2713	74	105120	90	3	4	35	0	240	240	105360	50	987.7666	0.140732
2714	74	105120	80	3	4	37	1	240	240	105360	54	1244.507	0.177312
2715	74	105120	70	3	4	39	1	240	240	105360	57	1479.977	0.210861
2716	74	105120	55	3	4	42	0	240	240	105360	62	1975.533	0.281465
2717	74	105360	95	3	4	34	0	80	80	105440	48	879.9999	0.125378
2718	74	105360	90	3	4	35	0	80	80	105440	50	987.7666	0.140732
2719	74	105360	80	3	4	37	1	80	80	105440	54	1244.507	0.177312
2720	74	105360	70	3	4	39	1	80	80	105440	57	1479.977	0.210861
2721	74	105440	95	3	4	34	0	80	80	105520	48	879.9999	0.125378
2722	74	105440	90	3	4	35	0	80	80	105520	50	987.7666	0.140732
2723	74	105440	80	3	4	37	1	80	80	105520	54	1244.507	0.177312
2724	74	105440	70	3	4	39	1	80	80	105520	57	1479.977	0.210861
2725	74	105520	95	3	4	34	0	80	80	105600	48	879.9999	0.125378
2726	74	105520	90	3	4	35	0	80	80	105600	50	987.7666	0.140732
2727	74	105520	80	3	4	37	1	80	80	105600	54	1244.507	0.177312
2728	74	105520	70	3	4	39	1	80	80	105600	57	1479.977	0.210861
2729	74	105600	95	3	4	34	0	120	120	105840	48	879.9999	0.125378
2730	74	105600	90	3	4	35	0	120	120	105840	50	987.7666	0.140732
2731	74	105600	80	3	4	37	1	120	120	105840	54	1244.507	0.177312
2732	74	105600	70	3	4	39	1	120	120	105840	57	1479.977	0.210861
2735	74	106320	100	3	4	33	1	240	240	106560	47	830.6093	0.118341
2736	74	106320	80	3	4	37	1	240	240	106560	54	1244.507	0.177312
2737	74	106320	65	3	4	40	1	240	240	106560	59	1661.218	0.236683
2738	74	105120	255	3	4	14	0	240	240	105360	14	123.4708	0.017591
2739	74	105120	220	3	4	21	0	240	240	105360	26	246.9416	0.035183
2740	74	105360	220	3	4	21	0	80	80	105440	26	246.9416	0.035183
2741	74	105360	185	3	4	28	0	80	80	105440	38	493.8833	0.070366
2742	74	105440	220	3	4	21	0	40	40	105520	26	246.9416	0.035183
2743	74	105440	185	3	4	28	0	40	40	105520	38	493.8833	0.070366
2744	74	105520	220	3	4	21	0	80	80	105600	26	246.9416	0.035183
2745	74	105520	185	3	4	28	0	80	80	105600	38	493.8833	0.070366
2746	74	105600	220	3	4	21	0	120	120	105840	26	246.9416	0.035183
2747	74	105600	185	3	4	28	0	120	120	105840	38	493.8833	0.070366
2748	74	105840	190	3	4	27	1	80	80	105920	37	466.1637	0.066417
2749	74	105920	185	3	4	28	0	80	80	106000	38	493.8833	0.070366
2750	74	106000	180	3	4	29	1	80	80	106080	40	554.3652	0.078983
2751	74	106080	185	3	4	28	0	120	120	106320	38	493.8833	0.070366
2752	74	106320	255	3	4	14	0	240	240	106560	14	123.4708	0.017591
2753	74	106320	220	3	4	21	0	240	240	106560	26	246.9416	0.035183
2756	74	105840	225	3	4	20	1	80	80	105920	25	233.0818	0.033208
2757	74	105920	220	3	4	21	0	80	80	106000	26	246.9416	0.035183
2758	74	106000	215	3	4	22	1	80	80	106080	28	277.1826	0.039491
2759	74	106080	220	3	4	21	0	120	120	106320	26	246.9416	0.035183
2761	75	106560	110	3	4	31	0	120	120	106800	43	659.2551	0.093927
2762	75	106560	100	3	4	33	1	120	120	106800	47	830.6093	0.118341
2763	75	106560	85	3	4	36	1	120	120	106800	52	1108.730	0.157967
2764	75	106560	75	3	4	38	0	120	120	106800	55	1318.510	0.187855
2765	75	106800	110	3	4	31	0	120	120	106920	43	659.2551	0.093927
2766	75	106800	100	3	4	33	1	120	120	106920	47	830.6093	0.118341
2767	75	106800	85	3	4	36	1	120	120	106920	52	1108.730	0.157967
2768	75	106800	75	3	4	38	0	120	120	106920	55	1318.510	0.187855
2769	75	106920	110	3	4	31	0	120	120	107040	43	659.2551	0.093927
2770	75	106920	100	3	4	33	1	120	120	107040	47	830.6093	0.118341
2771	75	106920	85	3	4	36	1	120	120	107040	52	1108.730	0.157967
2772	75	106920	75	3	4	38	0	120	120	107040	55	1318.510	0.187855
2773	75	107040	95	3	4	34	0	240	240	107280	48	879.9999	0.125378
2774	75	107040	85	3	4	36	1	240	240	107280	52	1108.730	0.157967
2775	75	107040	60	3	4	41	0	240	240	107280	60	1760	0.250757
2776	75	107280	100	3	4	33	1	240	240	107520	47	830.6093	0.118341
2777	75	107280	85	3	4	36	1	240	240	107520	52	1108.730	0.157967
2778	75	107280	65	3	4	40	1	240	240	107520	59	1661.218	0.236683
2779	75	107520	105	3	4	32	1	240	240	107760	45	739.9888	0.105430
2780	75	107520	85	3	4	36	1	240	240	107760	52	1108.730	0.157967
2781	75	107520	70	3	4	39	1	240	240	107760	57	1479.977	0.210861
2782	75	107760	105	3	4	32	1	240	240	108000	45	739.9888	0.105430
2783	75	107760	100	3	4	33	1	240	240	108000	47	830.6093	0.118341
2784	75	107760	85	3	4	36	0	240	240	108000	51	1046.502	0.149101
2785	75	107760	80	3	4	37	1	240	240	108000	54	1244.507	0.177312
2786	75	107760	65	3	4	40	1	240	240	108000	59	1661.218	0.236683
2787	75	106560	250	3	4	15	1	120	120	106800	16	138.5913	0.019745
2788	75	106560	215	3	4	22	1	120	120	106800	28	277.1826	0.039491
2789	75	106800	250	3	4	15	1	120	120	106920	16	138.5913	0.019745
2790	75	106800	215	3	4	22	1	120	120	106920	28	277.1826	0.039491
2791	75	106920	250	3	4	15	1	120	120	107040	16	138.5913	0.019745
2792	75	106920	215	3	4	22	1	120	120	107040	28	277.1826	0.039491
2793	75	107040	270	3	4	11	1	240	240	107280	9	92.49860	0.013178
2794	75	107040	235	3	4	18	1	240	240	107280	21	184.9972	0.026357
2795	75	107280	265	3	4	12	1	240	240	107520	11	103.8261	0.014792
2796	75	107280	230	3	4	19	1	240	240	107520	23	207.6523	0.029585
2797	75	107520	260	3	4	13	0	240	240	107760	12	110	0.015672
2798	75	107520	225	3	4	20	0	240	240	107760	24	220	0.031344
2799	75	107760	265	3	4	12	1	240	240	108000	11	103.8261	0.014792
2800	75	107760	230	3	4	19	1	240	240	108000	23	207.6523	0.029585
2803	76	108000	110	3	4	31	0	240	240	108240	43	659.2551	0.093927
2804	76	108000	100	3	4	33	1	240	240	108240	47	830.6093	0.118341
2805	76	108000	85	3	4	36	1	240	240	108240	52	1108.730	0.157967
2806	76	108000	75	3	4	38	0	240	240	108240	55	1318.510	0.187855
2807	76	108240	120	3	4	29	1	240	240	108480	40	554.3652	0.078983
2808	76	108240	115	3	4	30	1	240	240	108480	42	622.2539	0.088656
2809	76	108240	100	3	4	33	0	240	240	108480	46	783.9908	0.111699
2810	76	108240	95	3	4	34	1	240	240	108480	49	932.3275	0.132834
2811	76	108240	80	3	4	37	1	240	240	108480	54	1244.507	0.177312
2812	76	108480	120	3	4	29	0	240	240	108720	39	523.2511	0.074550
2813	76	108480	115	3	4	30	1	240	240	108720	42	622.2539	0.088656
2814	76	108480	100	3	4	33	1	240	240	108720	47	830.6093	0.118341
2815	76	108480	85	3	4	36	0	240	240	108720	51	1046.502	0.149101
2816	76	108720	115	3	4	30	1	60	60	108840	42	622.2539	0.088656
2817	76	108720	80	3	4	37	1	60	60	108840	54	1244.507	0.177312
2818	76	108840	115	3	4	30	1	60	60	108960	42	622.2539	0.088656
2819	76	108840	80	3	4	37	1	60	60	108960	54	1244.507	0.177312
2820	76	108960	115	3	4	30	1	60	60	109080	42	622.2539	0.088656
2821	76	108960	80	3	4	37	1	60	60	109080	54	1244.507	0.177312
2822	76	109080	115	3	4	30	1	60	60	109200	42	622.2539	0.088656
2823	76	109080	80	3	4	37	1	60	60	109200	54	1244.507	0.177312
2824	76	109200	115	3	4	30	1	60	60	109320	42	622.2539	0.088656
2825	76	109200	80	3	4	37	1	60	60	109320	54	1244.507	0.177312
2826	76	109320	115	3	4	30	1	60	60	109440	42	622.2539	0.088656
2827	76	109320	80	3	4	37	1	60	60	109440	54	1244.507	0.177312
2828	76	108000	250	3	4	15	1	240	240	108240	16	138.5913	0.019745
2829	76	108000	215	3	4	22	1	240	240	108240	28	277.1826	0.039491
2830	76	108240	245	3	4	16	1	240	240	108480	18	155.5634	0.022164
2831	76	108240	210	3	4	23	1	240	240	108480	30	311.1269	0.044328
2832	76	108480	230	3	4	19	1	240	240	108720	23	207.6523	0.029585
2833	76	108480	210	3	4	23	1	240	240	108720	30	311.1269	0.044328
2834	76	108480	195	3	4	26	1	240	240	108720	35	415.3046	0.059170
2835	76	108720	245	3	4	16	1	60	60	108840	18	155.5634	0.022164
2836	76	108720	210	3	4	23	1	60	60	108840	30	311.1269	0.044328
2837	76	108840	245	3	4	16	1	60	60	108960	18	155.5634	0.022164
2838	76	108840	210	3	4	23	1	60	60	108960	30	311.1269	0.044328
2839	76	108960	245	3	4	16	1	60	60	109080	18	155.5634	0.022164
2840	76	108960	210	3	4	23	1	60	60	109080	30	311.1269	0.044328
2841	76	109080	245	3	4	16	1	60	60	109200	18	155.5634	0.022164
2842	76	109080	210	3	4	23	1	60	60	109200	30	311.1269	0.044328
2843	76	109200	245	3	4	16	1	60	60	109320	18	155.5634	0.022164
2844	76	109200	210	3	4	23	1	60	60	109320	30	311.1269	0.044328
2845	76	109320	245	3	4	16	1	60	60	109440	18	155.5634	0.022164
2846	76	109320	210	3	4	23	1	60	60	109440	30	311.1269	0.044328
2847	77	109440	85	3	4	36	1	240	240	109680	52	1108.730	0.157967
2848	77	109440	80	3	4	37	1	240	240	109680	54	1244.507	0.177312
2849	77	109440	65	3	4	40	0	240	240	109680	58	1567.981	0.223399
2850	77	109440	60	3	4	41	1	240	240	109680	61	1864.655	0.265668
2851	77	109440	45	3	4	44	1	240	240	109680	66	2489.015	0.354624
2853	77	109800	95	3	4	34	1	120	120	109920	49	932.3275	0.132834
2854	77	109800	85	3	4	36	1	120	120	109920	52	1108.730	0.157967
2855	77	109800	80	3	4	37	1	120	120	109920	54	1244.507	0.177312
2856	77	109800	60	3	4	41	1	120	120	109920	61	1864.655	0.265668
2857	77	109920	95	3	4	34	1	120	120	110160	49	932.3275	0.132834
2858	77	109920	85	3	4	36	1	120	120	110160	52	1108.730	0.157967
2859	77	109920	80	3	4	37	1	120	120	110160	54	1244.507	0.177312
2860	77	109920	60	3	4	41	1	120	120	110160	61	1864.655	0.265668
2861	77	110160	115	3	4	30	0	80	80	110240	41	587.3295	0.083680
2862	77	110240	115	3	4	30	1	40	40	110320	42	622.2539	0.088656
2863	77	110320	105	3	4	32	0	80	80	110400	44	698.4564	0.099513
2864	77	110400	115	3	4	30	1	120	120	110640	42	622.2539	0.088656
2865	77	110640	85	3	4	36	0	120	120	110880	51	1046.502	0.149101
2866	77	110640	80	3	4	37	1	120	120	110880	54	1244.507	0.177312
2867	77	110640	65	3	4	40	1	120	120	110880	59	1661.218	0.236683
2868	77	110640	50	3	4	43	0	120	120	110880	63	2093.004	0.298202
2869	77	109440	280	3	4	9	1	240	240	109680	6	77.78174	0.011082
2870	77	109440	245	3	4	16	1	240	240	109680	18	155.5634	0.022164
2872	77	109800	195	3	4	26	0	120	120	109920	34	391.9954	0.055849
2873	77	109800	190	3	4	27	1	120	120	109920	37	466.1637	0.066417
2874	77	109800	180	3	4	29	1	120	120	109920	40	554.3652	0.078983
2875	77	109800	175	3	4	30	1	120	120	109920	42	622.2539	0.088656
2876	77	109800	160	3	4	33	0	120	120	109920	46	783.9908	0.111699
2877	77	109920	195	3	4	26	0	120	120	110160	34	391.9954	0.055849
2878	77	109920	190	3	4	27	1	120	120	110160	37	466.1637	0.066417
2879	77	109920	180	3	4	29	1	120	120	110160	40	554.3652	0.078983
2880	77	109920	175	3	4	30	1	120	120	110160	42	622.2539	0.088656
2881	77	109920	160	3	4	33	0	120	120	110160	46	783.9908	0.111699
2882	77	110160	210	3	4	23	0	80	80	110240	29	293.6647	0.041840
2883	77	110240	210	3	4	23	1	80	80	110320	30	311.1269	0.044328
2884	77	110320	200	3	4	25	0	80	80	110400	32	349.2282	0.049756
2885	77	110400	210	3	4	23	1	120	120	110640	30	311.1269	0.044328
2886	77	110640	265	3	4	12	1	120	120	110880	11	103.8261	0.014792
2887	77	110640	230	3	4	19	1	120	120	110880	23	207.6523	0.029585
2888	78	110880	85	3	4	36	1	240	240	111120	52	1108.730	0.157967
2889	78	110880	80	3	4	37	1	240	240	111120	54	1244.507	0.177312
2890	78	110880	65	3	4	40	0	240	240	111120	58	1567.981	0.223399
2891	78	110880	60	3	4	41	1	240	240	111120	61	1864.655	0.265668
2892	78	110880	45	3	4	44	1	240	240	111120	66	2489.015	0.354624
2893	78	111120	95	3	4	34	1	80	80	111200	49	932.3275	0.132834
2894	78	111120	85	3	4	36	1	80	80	111200	52	1108.730	0.157967
2895	78	111120	80	3	4	37	1	80	80	111200	54	1244.507	0.177312
2896	78	111120	60	3	4	41	1	80	80	111200	61	1864.655	0.265668
2897	78	111200	95	3	4	34	1	80	80	111280	49	932.3275	0.132834
2898	78	111200	85	3	4	36	1	80	80	111280	52	1108.730	0.157967
2899	78	111200	80	3	4	37	1	80	80	111280	54	1244.507	0.177312
2900	78	111200	60	3	4	41	1	80	80	111280	61	1864.655	0.265668
2901	78	111280	95	3	4	34	1	80	80	111360	49	932.3275	0.132834
2902	78	111280	85	3	4	36	1	80	80	111360	52	1108.730	0.157967
2903	78	111280	80	3	4	37	1	80	80	111360	54	1244.507	0.177312
2904	78	111280	60	3	4	41	1	80	80	111360	61	1864.655	0.265668
2905	78	111360	95	3	4	34	1	120	120	111600	49	932.3275	0.132834
2906	78	111360	85	3	4	36	1	120	120	111600	52	1108.730	0.157967
2907	78	111360	80	3	4	37	1	120	120	111600	54	1244.507	0.177312
2908	78	111360	60	3	4	41	1	120	120	111600	61	1864.655	0.265668
2909	78	111600	115	3	4	30	0	80	80	111680	41	587.3295	0.083680
2910	78	111680	115	3	4	30	1	80	80	111760	42	622.2539	0.088656
2911	78	111760	105	3	4	32	0	80	80	111840	44	698.4564	0.099513
2912	78	111840	115	3	4	30	1	120	120	112080	42	622.2539	0.088656
2913	78	112080	85	3	4	36	0	120	120	112320	51	1046.502	0.149101
2914	78	112080	80	3	4	37	1	120	120	112320	54	1244.507	0.177312
2915	78	112080	65	3	4	40	1	120	120	112320	59	1661.218	0.236683
2916	78	112080	50	3	4	43	0	120	120	112320	63	2093.004	0.298202
2917	78	110880	280	3	4	9	1	120	120	111120	6	77.78174	0.011082
2918	78	110880	245	3	4	16	1	120	120	111120	18	155.5634	0.022164
2919	78	111120	195	3	4	26	0	80	80	111200	34	391.9954	0.055849
2920	78	111120	190	3	4	27	1	80	80	111200	37	466.1637	0.066417
2921	78	111120	180	3	4	29	1	80	80	111200	40	554.3652	0.078983
2922	78	111120	175	3	4	30	1	80	80	111200	42	622.2539	0.088656
2923	78	111120	160	3	4	33	0	80	80	111200	46	783.9908	0.111699
2924	78	111200	195	3	4	26	0	80	80	111280	34	391.9954	0.055849
2925	78	111200	190	3	4	27	1	80	80	111280	37	466.1637	0.066417
2926	78	111200	180	3	4	29	1	80	80	111280	40	554.3652	0.078983
2927	78	111200	175	3	4	30	1	80	80	111280	42	622.2539	0.088656
2928	78	111200	160	3	4	33	0	80	80	111280	46	783.9908	0.111699
2929	78	111280	195	3	4	26	0	80	80	111360	34	391.9954	0.055849
2930	78	111280	190	3	4	27	1	80	80	111360	37	466.1637	0.066417
2931	78	111280	180	3	4	29	1	80	80	111360	40	554.3652	0.078983
2932	78	111280	175	3	4	30	1	80	80	111360	42	622.2539	0.088656
2933	78	111280	160	3	4	33	0	80	80	111360	46	783.9908	0.111699
2934	78	111360	195	3	4	26	0	120	120	111600	34	391.9954	0.055849
2935	78	111360	190	3	4	27	1	120	120	111600	37	466.1637	0.066417
2936	78	111360	180	3	4	29	1	120	120	111600	40	554.3652	0.078983
2937	78	111360	175	3	4	30	1	120	120	111600	42	622.2539	0.088656
2938	78	111360	160	3	4	33	0	120	120	111600	46	783.9908	0.111699
2939	78	111600	210	3	4	23	0	80	80	111680	29	293.6647	0.041840
2940	78	111680	210	3	4	23	1	40	40	111760	30	311.1269	0.044328
2941	78	111760	200	3	4	25	0	80	80	111840	32	349.2282	0.049756
2942	78	111840	210	3	4	23	1	120	120	112080	30	311.1269	0.044328
2943	78	112080	265	3	4	12	1	240	240	112320	11	103.8261	0.014792
2944	78	112080	230	3	4	19	1	240	240	112320	23	207.6523	0.029585
2945	79	112320	85	3	4	36	1	240	240	112560	52	1108.730	0.157967
2946	79	112320	70	3	4	39	1	240	240	112560	57	1479.977	0.210861
2947	79	112320	50	3	4	43	1	240	240	112560	64	2217.461	0.315934
2948	79	112560	105	3	4	32	1	80	80	112640	45	739.9888	0.105430
2949	79	112560	85	3	4	36	1	80	80	112640	52	1108.730	0.157967
2950	79	112560	70	3	4	39	1	80	80	112640	57	1479.977	0.210861
2951	79	112640	105	3	4	32	1	80	80	112720	45	739.9888	0.105430
2952	79	112640	85	3	4	36	1	80	80	112720	52	1108.730	0.157967
2953	79	112640	70	3	4	39	1	80	80	112720	57	1479.977	0.210861
2954	79	112720	105	3	4	32	1	80	80	112800	45	739.9888	0.105430
2955	79	112720	85	3	4	36	1	80	80	112800	52	1108.730	0.157967
2956	79	112720	70	3	4	39	1	80	80	112800	57	1479.977	0.210861
2957	79	112800	105	3	4	32	1	120	120	113040	45	739.9888	0.105430
2958	79	112800	85	3	4	36	1	120	120	113040	52	1108.730	0.157967
2959	79	112800	70	3	4	39	1	120	120	113040	57	1479.977	0.210861
2960	79	113040	100	3	4	33	1	240	240	113280	47	830.6093	0.118341
2961	79	113040	85	3	4	36	1	240	240	113280	52	1108.730	0.157967
2962	79	113040	75	3	4	38	0	240	240	113280	55	1318.510	0.187855
2963	79	113040	65	3	4	40	1	240	240	113280	59	1661.218	0.236683
2964	79	113280	95	3	4	34	0	240	240	113520	48	879.9999	0.125378
2965	79	113280	85	3	4	36	1	240	240	113520	52	1108.730	0.157967
2966	79	113280	75	3	4	38	0	240	240	113520	55	1318.510	0.187855
2967	79	113280	60	3	4	41	0	240	240	113520	60	1760	0.250757
2968	79	113520	95	3	4	34	0	240	240	113760	48	879.9999	0.125378
2969	79	113520	90	3	4	35	0	240	240	113760	50	987.7666	0.140732
2970	79	113520	80	3	4	37	1	240	240	113760	54	1244.507	0.177312
2971	79	113520	55	3	4	42	0	240	240	113760	62	1975.533	0.281465
2974	79	112320	260	3	4	13	0	240	240	112560	12	110	0.015672
2975	79	112320	225	3	4	20	0	240	240	112560	24	220	0.031344
